Category,Name,Brand,Price,Key_Features
Phones and Tablets,Vidvie VIDVIE- Fast Charging Cable Micro USB Android Charger Data Sync 3A Heavy Duty Nylon Metal Spring Durable Phone Charging Cord,Vidvie,69,Not Available
Phones and Tablets,Infinix GT 30 Pro 512/ 12GB Mobile Phone Dark Flare,Infinix,19999,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct | Bluetooth 5.4 | GPS / GLONASS / GALILEO | Infrared port | USB Type-C 2.0, OTG | 163.7 75.8 8 mm / 189 g | Gorilla Glass 7i front, plastic frame & back | Dual Nano-SIM | IP64 dust and splash resistant | Customizable RGB LEDs on the back | Pressure-sensitive gaming triggers | 6.78"" AMOLED, 1B colors, 144Hz | 2304Hz PWM dimming | 700 nits (typ) / 1600 nits (peak) / 4500 nits (boost) | 1224 2720 px (~440 ppi) | Corning Gorilla Glass 7i | Android 15 with XOS 15 (2 major upgrades) | Mediatek Dimensity 8350 Ultimate (4nm) | Octa-core CPU (13.35GHz + 33.20GHz + 42.20GHz) | Mali G615-MC6 GPU"
Phones and Tablets,Earldom Earldom-ET-P1 Magic Drawing Pen capacitive screen stylus,Earldom,249,"Universal capacitive pen compatible with all touchscreens | Magnetic pen cap to keep tip safe | 180 pivot rotation for ergonomic use | Metal ball tip delivers precise, sensitive strokes | Lightweight, durable design easy to hold"
Phones and Tablets,"Samsung Galaxy A17 - 6.7"" 128GB/6GB Dual SIM 4G Mobile Phone - Gray",Samsung,9540,"Dimensions: 164.4 x 77.9 x 7.5 mm (6.47 x 3.07 x 0.30 in) | Weight: 190 g (6.70 oz) | Type: Super AMOLED, 90Hz | Size: 6.7 inches, 110.2 cm2 (~86.0% screen-to-body ratio) | Resolution: 1080 x 2340 pixels, 19.5:9 ratio (~385 ppi density) | Protection: Corning Gorilla Glass Victus+, Mohs level 5 | OS: Android 15, up to 6 major Android upgrades, One UI 7 | Chipset: Mediatek Helio G99 (6 nm) | CPU: Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55) | GPU: Mali-G57 MC2 | Internal: 128GB 6GB RAM"
Phones and Tablets,AirPods Pro2 Black - Wireless Earbuds ANC ENC Bluetooth Touch Control Best Value Noise Cancelling Earphones Smart Display Case,AirPods,479,Not Available
Phones and Tablets,Watch GT3 Pro Smart Watch 46mm 22mm Silicone Leather Replacement Strap Watchband - Camel Silver Buckle,Watch,210,"Silicone Leather Watchband | 1. The length of the strap is easy to adjust to fit your wrist | 2. Soft and comfortable to wear | 3. Easy to assemble and will not harm the watch | 4. Unique design, stylish and beautiful"
Phones and Tablets,Samsung Galaxy A36 Dual SIM 5G 256GB/8GB Mobile Phone - Awesome Black,Samsung,18890,"SIM: Nano-SIM | Dimensions: 162.9 x 78.2 x 7.4 mm (6.41 x 3.08 x 0.29 in) | Weight: 195 g (6.88 oz) | Build: Glass front and back (Gorilla Glass Victus+), plastic frame | Type: Super AMOLED, 120Hz, 1200 nits (HBM), 1900 nits (peak) | Size: 6.7 inches (~86.5% screen-to-body ratio) | Resolution: 1080 x 2340 pixels, 19.5:9 ratio (~385 ppi) | OS: Android 15, up to 6 major Android upgrades, One UI 7 | Chipset: Qualcomm SM6475-AB Snapdragon 6 Gen 3 (4 nm) | CPU: Octa-core (4x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55) | GPU: Adreno 710 | Storage Type: UFS 2.2 | Triple Setup: 50 MP, Single: 12 MP, f/2.2 (wide) | Loudspeaker: Yes, stereo speakers | 3.5mm Jack: No | WLAN: Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct | Positioning: GPS, GALILEO, GLONASS, BDS, QZSS | USB: USB Type-C 2.0, OTG | Sensors: Fingerprint (under-display, optical), accelerometer, gyro, compass | Other Features: Virtual Proximity Sensing, Circle to Search | Type: 5000 mAh (non-removable) | Memory : 256GB 8GB RAM"
Phones and Tablets,"Charging Cable 3 In 1 With LED Light Supports Fast Charging From (USB) To (Type C, Micro, IPhone)",Charging,110,"3-in-1 Universal Compatibility: Features three connectors Type-C, Micro USB, and iPhone (Lightning) making it compatible with most smartphones, tablets, power banks, and other devices. | Fast Charging & Data Transfer: Supports high-speed charging and stable data transmission, ensuring quick power delivery without interruptions. | Durable Nylon Braided Design: Reinforced with premium nylon material for maximum strength, flexibility, and resistance to wear and tear. | Built-in LED Indicator: Soft LED light shows charging status, making it easy to locate your cable in the dark and confirming power connection. | Tangle-Free & Portable: Compact, lightweight, and resistant to tangling ideal for travel, home, office, or car use. | Safe & Reliable: Built-in smart chip prevents overcharging, overheating, and short circuits to protect your devices."
Phones and Tablets,Fast Charging Data Cable - USB to Type C - Braided - High-Speed - Original Quality,Fast,49.9,Not Available
Phones and Tablets,"Honor X9D Dual Sim 5G (256GB+12GB ),Reddish Brown",Honor,24530,"Durability: Industry-leading IP68/IP69K Water and Dust Resistance. Also certified with drop resistance (up to 2.5m drop-resistant). | Dimensions: 161.9 x 76.1 x 7.8 mm (6.37 x 3.00 x 0.31 in) | Weight: 193 g | SIM: Dual Nano-SIM (No expandable storage via microSD). | Type: 6.79-inch AMOLED with 1 Billion Colors | Resolution: 1200 x 2640 pixels (~427 ppi density) | Refresh Rate: 120Hz | Brightness: Up to 6000 nits (Peak) / 1800 nits (HBM) | Eye Comfort: 3840Hz PWM Dimming and Eye Comfort/Circadian Night Display. | Chipset: Qualcomm Snapdragon 6 Gen 4(4 nm) | CPU: Octa-core (e.g., 1x2.3 GHz Cortex-A720s) | GPU: Adreno 810 | Operating System: MagicOS 9.0 (based on Android 15) | Memory/Storage: Available in 12GB RAM + 256GB"
Phones and Tablets,"XIAOMI Redmi Note 15 Pro 5G ,Dual SIM,12 GB 256 GB, black",XIAOMI,20631,"Screen Size: 6.83-inch Quad-Curved OLED | Resolution: 1.5K (1220 x 2772 pixels) | Refresh Rate: 120Hz (Adaptive) | Brightness: 3200 nits peak brightness | Protection: Xiaomi Dragon Crystal Glass | Features: Dolby Vision, HDR10+, 3840Hz PWM dimming | Chipset: MediaTek Dimensity 7400 Ultra (4nm process) | RAM: 12GB LPDDR4X | Internal Storage: 256GB UFS 2.2 | OS: HyperOS 2.0 based on Android 15"
Phones and Tablets,EAGEAT Wireless Earpods Bluetooth 5.0 Earphones,EAGEAT,211.64,"(`)Buy It | Bluetooth version: V5.2 | Material: ABS+PCABS+ electroplating + food silicone ear cap | Effective straight line distance: over 10 m | Horn: copper ring 8mm | Battery: Headset 55mah, charging pod 450mah | Playback time: 5h | Standby time: 120H | Full charge time: about 0.5 hour"
Phones and Tablets,120W Dual-Port Fast Charger with GaN Technology + Multi-Socket Charging Cable by EL-TERND - Yellow,Dual,289.88,"Product Type: 120W Dual-Port (USB + Type-C) Fast Charger with GaN technology, compatible with all iPhone and Android smartphones. | Super-fast charging capability. | TURBO charging (marked on one of the ports). | SUPER PD (marked on one of the ports). | Multi-port charging cable that can be changed to suit your phone's needs. | From USB to Type-C. | From USB to iPhone. | From Type-C to Type-C. | From Type-C to iPhone. | Long cable made of high-quality materials. | Can be used at home, in the car, or at the office."
Phones and Tablets,X Scoot X-SCOOT- XS-652 Foldable Headphones Wireless Bluetooth Pure Sound Extended Battery Life Pure Bass,X Scoot,479,"The foldable lightweight design makes it easy to carry anywhere. Unlike cheap alternatives that fade quickly, this model delivers quality, durability, and comfort at a price that truly makes sense. | Wireless Bluetooth connection | 40mm high performance speaker units | Foldable ergonomic design with microphone | Stocks are limited! Get yours now from Smart-power Marketplace"
Phones and Tablets,"Wireless Bluetooth earbuds, AirPods Pro 2nd generation, touch-sensitive, compatible with iPhone and Android + free silicone case",Wireless,345,"Universal Compatibility: Works seamlessly with all smartphones. | Gift Included: Comes with a silicone case as a bonus. | Workout Ready: Designed for intense workouts, ensuring no tangled cables. | Enhanced Sound: Offers clear and balanced sound with powerful bass. | Wireless Convenience: Supports wireless charging for easy use."
Phones and Tablets,P47 Wireless Bluetooth Headphones - White,P47,187.5,Headphone bluetooth wireless P47 5.0+EDR | driver unit: 40mm diameter | scope of work: 10 m | USB charging cable Ac input 110~240VDC input 5v | Talk time : 6 hours | standby time ; up to 15 hours | operating frequency : class 2 | noise reduction te technology : DPS digital signal processor | support A2DP function | supports automatic switchover to incoming call function | with the end numer redial function | large and small volume adstment
Phones and Tablets,"KIn kL50 Sports Neckband Earphone with Display, Stereo Sound and Microphone By EL-TERND - Black",KIn,359.58,"General Specifications | Brand: Kin | Model: kL50 | Bluetooth: 5.2 CHIP | Battery lasts up to 48 hours | Supports memory card insertion | LED display to show charging percentage | Type-C port for charging | The Bluetooth neckband headset is a very comfortable and distinctive option. | The neckband design is lightweight and comfortable, suitable for extended use. Flexible and durable materials, with easy control on the neckband. | Excellent sound quality with environmental noise isolation technology. | Powerful bass and clear sound are suitable for calls and listening to music. | A high-quality built-in microphone supports clear calls with noise reduction technology during calls. | Integrated buttons on the neckband control volume, play/pause, and change tracks. The ability to answer or reject calls with the push of a button. | Compatible with all Bluetooth-enabled devices, such as smartphones, tablets, and computers. | Magnets in the earphones prevent tangling when not in use. | If you are looking for other shapes and designs, you can visit our store on Jumia, just click on the seller's name (EL-TERND) and you will find it at the best price"
Phones and Tablets,JOYROOM Mini Magnetic Wireless Power Bank 10000mAh Ring Holder Fast Charging Power Bank 20W PD MagSafe portable charger wireless and wired charging power bank mobile accessories,JOYROOM,1169,10000mAh long lasting battery up to 20h use | color : black USB A port & 20W PD ( type C to type C ) fast charging wireless and wired dual mode Magnetic snap 10N ring grip and kickstand 2 in 1 Compact mini design lens friendly Smart temperature control and multi device charging up to 3 devices OK for check in travel safe Use only MagSafe compatible phones keep away from moisture avoid extreme heat Act now limited stock secure yours today via Smart-power Marketplace (https://www.jumia.com.eg/ar/smart-power-marketplace/)
Phones and Tablets,"Anker R50i VI In-Ear Earbuds - Up to 30 Hours Playtime, Black",Anker,1030,Brand: Anker | Type: In-Ear Earbuds | Compatible With: Mobiles & Tablets | Connectivity: Wireless | Battery Life: Up to 30 Hours | Noise Cancellation: No | Key Features: | - IPX5 waterproof and sweatproof | - AI-Enhanced Clear Calls: Be heard clearly thanks to SoundCore R50i two built-in microphones with AI-enhanced voice pick-up | - 30 hours of playtime | - 22 Preset EQs: Choose how you want to hear your music in the SoundCore app | - Fast Charging: A fast 10-minute charge gives your earbuds an extra 2 hours of playtime | Model Name: SoundCore R50i VI | Model Number: A3969D11 | Color: Black
Phones and Tablets,"Wireless Bluetooth Pro 3 - Semi-Original Earbuds with Wireless Charging Case, Noise Cancelling, Compatible with iPhone, Android, and All Phones, White, In-Ear (Pro 3)",Wireless,308.7,elegant streamlined design | compatible with Android and iPhone mobile phones | Strong stereo sound | Supports Siri Feature | High quality microphone | factory of high quality ores
Phones and Tablets,Earldom Desktop Foldable Holder Universal Phone Stand Adjustable Angle Tablet Mobile Desk Holder,Earldom,74,Not Available
Phones and Tablets,XIAOMI Redmi A5 4G Dual SIM Midnight Black 4GB RAM 64GB - Middle east Version,XIAOMI,6373,Not Available
Phones and Tablets,Celebrat Celebrat- HD sound quality Wired Earphones Bass Music Control 35mm In Ear Headphones,Celebrat,69,Not Available
Phones and Tablets,SODO SODO Wireless Headphone - Black Model SD-1004,SODO,356.25,Wireless headphone | Color: black | Model: SD-1004 | Drive size: 40 mm | Charge time: 2 hours | Battery: 3.7V | TF card access port
Phones and Tablets,"Phone Stand 360° Rotating – Foldable Desk Phone Holder for Office, Kitchen & Home - Black",Phone,70,"Phone Stand 360 Rotating Smooth rotation for flexible viewing angles | Adjustable Phone Holder Supports vertical and horizontal phone positions | Foldable & Portable Design Easy to store and carry anywhere | Strong & Stable Base Provides secure support without slipping | Hands-Free Convenience Perfect for video calls, watching videos, and browsing | Wide Compatibility Works with most smartphones and phone sizes | Desk & Kitchen Friendly Ideal for office desks, kitchen counters, and home use | Sleek Black Finish Modern look that matches any setup"
Phones and Tablets,"XIAOMI Redmi A5 Dual SIM, 128GB, 4GB RAM, 4G LTE - Midnight Black",XIAOMI,7069,"Brand: Xiaomi | Capacity: 128GB | RAM Capacity: 4GB | Network Type: 4G LTE | SIM Card: Dual SIM | Display Type: IPS LCD, 120Hz | Display Resolution In Pixels: 720x1640 | Display Size: 6.8 Inch | Processor Chipset: Unisoc T7250 (12 nm) | Processor CPU: Octa-core | Operating System Version: Android 15 (Go edition), up to 2 major Android upgrades, HyperOS | Battery Capacity: 5200 mAh | Weight: 193 gram | WiFi: Yes | Bluetooth: Yes | Video Recording: 1080p@30fps | Front Camera: 8 MP | Main Camera: 32 MP + Auxiliary lens | Number Of Main Camera: Single Camera | Model Name: Redmi A5"
Phones and Tablets,AirPods Pro 2nd Generation,AirPods,340,Not Available
Phones and Tablets,XIAOMI Redmi 15 4G Dual SIM 128GB/6GB Mobile Phone - Midnight Black,XIAOMI,8200,"Dimensions: 171.1 82.1 8.6 mm (6.74 3.23 0.34 in) | Weight: 224 g (7.90 oz) | SIM: Nano-SIM + Nano-SIM | Protection: IP64 dust tight and water resistant (water splashes) | Type: IPS LCD, 144Hz | Size: 6.9 inches, 116.9 cm (~83.2% screen-to-body ratio) | Resolution: 1080 2340 pixels, 19.5:9 ratio (~374 ppi density) | OS: Android 15, HyperOS 2 | Chipset: Qualcomm SM6225 Snapdragon 685 (6 nm) | CPU: Octa-core (42.8 GHz Cortex-A73 & 41.9 GHz Cortex-A53) | GPU: Adreno 610"
Phones and Tablets,Earldom Earldom-PD55 -Fast Charging 22.5W Power Bank Portable Charger 10000mAh High Speed Charging Powerbank USB C Two Ports LED Display Travel Battery Backup Smartphone Charger,Earldom,459,Not Available
Phones and Tablets,W&O X10 Series 10 - Multifunctional Sports Smartwatch - 46MM Super AMOLED - Silver,W&O,755.9,"Contact mobile to sync contacts | Record daily exercise data | Link to WeChat for payments via QR code | Pulses, blood pressure, and blood oxygen measurement | Last 7 records of highest and lowest measurements | Includes 6 regular sports modes: running, cycling, sitting exercises, pressing, training | One touch to simulate access card | AI-based Q&A system | Check sleep status every night | Social contact cards | Settings include general notices | Baidu Maps, Audio Assistant, Short Video Control | Access road planning and navigation services"
Phones and Tablets,"XIAOMI Poco C85 Dual Sim – 256GB, 8GB Ram, 4G - BLACK",XIAOMI,7891,Not Available
Phones and Tablets,Samsung Galaxy A05s - 6.5-inch 4GB/128GB Dual Sim 4G Mobile Phone - Black,Samsung,7059,Not Available
Phones and Tablets,JOY ROOM JOYROOM-45W Super Car Charger 45W - Dual Port - USB + PD – Fast & Safe – Black – Compact Design – Universal Compatibility,JOY ROOM,399,"car charger JOYROOM C-A35 | Never run out of battery on the road again with the JOYROOM Super Car Charger 45W. Designed for those who value time and efficiency, this smart charger offers lightning-fast power delivery through dual ports USB-A and Type-C. Unlike traditional car chargers, it delivers up to 45W total, making it ideal for simultaneously charging two power-hungry devices like your phone and tablet. Built with a premium zinc alloy body, its compact, durable, and stylish. Whether youre commuting, traveling, or on a road trip, this charger ensures your devices stay powered faster and safer. | Get the ultimate charging solution for your car today from Smart-power Marketplace where original, high-quality tech meets unbeatable value. | 45W total fast charging power (22.5W per port) Supports Quick Charge & Power Delivery Easy plug-in ring design Warning & Usage Notes: | For best performance, use with original or certified cables. | Avoid using in extremely hot environments for extended periods. | Designed for 12V/24V car power outlets only. | Act now supplies are limited. Dont settle for slow charging. Upgrade your ride with JOYROOM today. Discover it now on Smart-power Marketplace."
Phones and Tablets,"Oraimo pro 3 Modern Wireless In-Ear Earphones Ultra Lightweight, HD Headphones for Calls, Drivers with Big Bass, Compatible with Android Smartphones and iPhones (black))",Oraimo,280,"Introducing pro 3 Earbuds, where exceptional audio meets sleek design. Immerse yourself in a world of rich, vibrant sound with these cutting-edge wireless earbuds. | Experience true audio freedom as you break free from tangled wires. OR6 delivers seamless Bluetooth connectivity, allowing you to connect effortlessly to your favorite devices. Whether you're working out, commuting, or simply enjoying your favorite tunes, these earbuds offer the ultimate wireless experience. | Equipped with advanced audio technology, the OR6 delivers unparalleled sound quality. Feel the music come alive as the earbuds capture every nuance, ensuring an immersive and captivating listening experience. | Designed for comfort and durability, the OR6 earbuds boast an ergonomic and lightweight construction that sits snugly in your ears. Whether you're on a long journey or an intense workout session, these earbuds stay comfortably in place, letting you enjoy uninterrupted music. | The OR6 Earbuds are more than just a listening device. With intuitive touch controls, you can effortlessly manage your music, answer calls, and activate voice assistants with a simple tap. Stay connected without missing a beat, all while keeping your phone safely tucked away. | Don't let battery life limit your musical adventures. The OR6 earbuds offer an impressive, ensuring uninterrupted enjoyment. The sleek charging case provides additional power on the go, and with fast charging capabilities, you'll be back to your favorite tunes in no time. | Experience the pinnacle of wireless audio with the OR6 Earbuds. Extra-bass, powerful music experience. Elevate your listening experience with exceptional sound quality, stylish design Rock Skin, and unmatched comfort. Discover a new level of audio immersion and redefine your everyday music journey. | The wireless earbuds feature a dual LED digital display that provides real-time battery status. You can easily monitor remaining power and plan your usage accordingly"
Phones and Tablets,JOYROOM JOYROOM-Qi2 Magnetic Wireless Power Bank 10000mAh Fast Charging MagSafe Compatible Kickstand Portable Charger,JOYROOM,1399,Not Available
Phones and Tablets,25W Fast Charger with USB Type-C Cable Compatible with Samsung Galaxy A54/S23 A34/S22/A53/M53/S24 Ultra/S24+/S9/S9+/Note10+/Note 10/C55/A14/A15/A24/S10/S10+/M55 and Oppo (Black Charger),Samsung,315,"Universal compatibility with most adapters | Supports power and data transfer functions | Small and lightweight - ideal for travel | Single-port design: It features a single USB Type-C port, providing a simplified charging solution for smartphones, tablets, and other PD-compatible devices."
Phones and Tablets,OPPO A6 Dual SIM 4G 128GB/6GB - Sapphire Blue,OPPO,10099,"Color : Sapphire Blue | Brand :Oppo | Device Category :Smart Phone | Display Type - Mobile :IPS | Display Size :6.75 inches | Display Info :IPS LCD, 120Hz 720 x 1570 pixels | OS :Android | OS Version :Android 15 | CPU Family :Qualcomm Snapdragon | Chipset :Qualcomm SM6225 Snapdragon 685 (6 nm) - Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53) | GPU : Adreno 610 | Internal :128GB | Ram : 6GB"
Phones and Tablets,W&O X10 Ultra 3 Curved Screen Smart Watch NFC Bluetooth Wireless Charging,W&O,790,"3D Curved Screen: Stunning, high-definition curved display for a premium viewing experience. | NFC Technology: Secure payments, smart access control, and easy data transfer. | Bluetooth Connectivity: Seamless pairing with iPhone and Android for calls, messages, and notifications. | Wireless Charging: Hassle-free and fast wireless charging for ultimate convenience. | Health Monitoring: Track heart rate, sleep patterns, steps, and overall fitness with precision. | Fitness Tracker: Monitor activities, calories burned, and daily progress effortlessly. | Customizable Watch Faces: Choose from a variety of watch face designs to match your style."
Phones and Tablets,Oraimo SpaceBuds Lite OTW-324 True Wireless Earbuds- Black,Oraimo,790,"SpaceBuds Lite - OTW-324 | (True Wireless Earbuds) | Bluetooth Version: V5.4, | Range: 10m; | Playtime: Up to 7 hours, the case provides additional 33 hours; | Case Input: Type-C | oraimo Lab test results"
Phones and Tablets,Samsung Galaxy A07 Dual SIM 4G 128GB/4GB - Black,Samsung,7457,Not Available
Phones and Tablets,M10 Tws Bluetooth Earbuds,M10,146,Dual Hosts and Binaural Separation: Convenient for use. | Battery Consumption Display: For earbuds and charging case. | 2000mAh Multifunctional Charging Case: Doubles as a power bank for phones. | IPX7 Waterproof: Withstands sweat and rain. | Ergonomic Design: Feather-light weight for comfort.
Phones and Tablets,Headset M90 With Power Bank - Black,Headset,199,Not Available
Phones and Tablets,"Samsung Galaxy A17 Dual SIM, 256GB- 8GB RAM, 4G LTE - Black..",Samsung,11799,"Brand: Samsung | Capacity: 256GB | RAM Capacity: 8GB | Network Type: 4G LTE | SIM Card: Dual SIM | Display Type: Super AMOLED, 90Hz, 800 nits (HBM) | Display Resolution In Pixels: 1080x2340 | Display Size: 6.7 Inch | Processor Chipset: Mediatek Helio G99 (6 nm) | Processor CPU: Octa-core | Operating System Version: Android 15, up to 6 major Android upgrades, One UI 7 | Battery Capacity: 5000 mAh | Weight: 190 gram | WiFi: Yes | Bluetooth: Yes | Video Recording: 1080p@30fps | Front Camera: 13 MP | Main Camera: 50 MP + 5 MP + 2 MP | Number Of Main Camera: Triple Camera | Model Name: Galaxy A17"
Phones and Tablets,Anker K20I A3994H11 - Wireless Earbuds in Black,Anker,980,"Design: Semi-in-Ear | Fit: Universal | Sound Quality: Airy, Clear Sound | Playtime (Single/With Case): 6H/36H | Fast Charging: 10M = 2H | Waterproof: IPX5 | Calls: 2 Mics with AI Enhancement | Bluetooth Version: 5.3 | Bluetooth Range: 10m | Driver Unit: 13mm | Frequency Response: 20-20KHz"
Phones and Tablets,Bluetooth - Color Black,Bluetooth,177,Selfie Stick Bluetooth | Model: R1 | Longest Size: 70 cm | Desktop Status: 31-66 cm | Mobile Phone Clamp Distance: 58-92 mm | Product Material: ABS + Stainless Steel | Photo Mode: Horizontal + Vertical | Battery Specifications: CR1632/70 mAh | Color: Black
Phones and Tablets,M19 TWS Wireless Bluetooth Earphone Touch Control Stereo Waterproof,M19,175,"Bluetooth Version: V5.1 for reliable connectivity. | Noise Reduction: Enhances your listening experience by minimizing background noise. | Ergonomic Design: Comfortable fit that stays secure during use. | Long Battery Life: 280 hours standby time and approximately 5 hours of music playback. | Quick Charging: Fully charged in about 2 hours. | Waterproof: Sweat and water-resistant design for durability. | Touch Control: Easy operation with intelligent touch controls. | Charging Case: Comes with a charging case for convenient storage and charging. | Q: How long does the battery last? A: The battery lasts up to 5 hours of music playback and 280 hours on standby. | Q: Are they suitable for workouts? A: Yes, they are waterproof, making them ideal for exercise. | Q: How do I charge the earphones? A: Use the included charging case to charge the earphones quickly."
Phones and Tablets,universal stylus pen for ios/android/windos,universal,330,: 19387 | : China | : white | : plastic
Phones and Tablets,strap smart watch ultra apple-orange,Apple,150,Not Available
Phones and Tablets,Original 4*1 Charging Cable USB A/USB C To Type-C & Lightning 65W Fast & Turbo Charging Cable,Original,79.99,Use only with certified chargers to maintain safety and performance. 2 . Avoid excessive bending or pulling to extend the cables lifespan. 3 . Keep away from water and high temperatures to prevent damage. 4 . Do not disassemble or modify the cable. 5 . Ensure the cable is fully inserted into the port for optimal charging efficiency.
Phones and Tablets,سماعات ايربودز الجيل الثالث مع علبة شحن لاسلكية وتقنية الغاء الضوضاء ابيض,سماعات,240,"Introducing OR6 Earbuds, where exceptional audio meets sleek design. Immerse yourself in a world of rich, vibrant sound with these cutting-edge wireless earbuds. | Experience true audio freedom as you break free from tangled wires. OR6 delivers seamless Bluetooth connectivity, allowing you to connect effortlessly to your favorite devices. Whether you're working out, commuting, or simply enjoying your favorite tunes, these earbuds offer the ultimate wireless experience. | Equipped with advanced audio technology, the OR6 delivers unparalleled sound quality. Feel the music come alive as the earbuds capture every nuance, ensuring an immersive and captivating listening experience. | Designed for comfort and durability, the OR6 earbuds boast an ergonomic and lightweight construction that sits snugly in your ears. Whether you're on a long journey or an intense workout session, these earbuds stay comfortably in place, letting you enjoy uninterrupted music. | The OR6 Earbuds are more than just a listening device. With intuitive touch controls, you can effortlessly manage your music, answer calls, and activate voice assistants with a simple tap. Stay connected without missing a beat, all while keeping your phone safely tucked away. | Don't let battery life limit your musical adventures. The OR6 earbuds offer an impressive, ensuring uninterrupted enjoyment. The sleek charging case provides additional power on the go, and with fast charging capabilities, you'll be back to your favorite tunes in no time. | Experience the pinnacle of wireless audio with the OR6 Earbuds. Extra-bass, powerful music experience. Elevate your listening experience with exceptional sound quality, stylish design Rock Skin, and unmatched comfort. Discover a new level of audio immersion and redefine your everyday music journey. | The wireless earbuds feature a dual LED digital display that provides real-time battery status. You can easily monitor remaining power and plan your usage accordingly"
Phones and Tablets,"Wireless Bluetooth Pro 2 - Semi-Original Earbuds with Wireless Charging Case, Noise Cancelling, Compatible with iPhone, Android, and All Phones, White, In-Ear (Pro 2)",Wireless,569,elegant streamlined design | compatible with Android and iPhone mobile phones | Strong stereo sound | Supports Siri Feature | High quality microphone | factory of high quality ores
Phones and Tablets,"Cleaner 2in1 Built-In Wiper-Microfiber & Sprayer - Ideal for Computer, TV, Camera, and Phone",Cleaner,110,"Spray, wipe, clean all screens | Specially designed to clean electronic devices without leaving any residue | You can store it in any bag and clean all your devices wherever you go | Washable and reusable | For more Mody Store EG Marketplace"
Phones and Tablets,Anker Soundcore R60i NC Black,Anker,1698,Not Available
Phones and Tablets,Vidvie Charging Type-C cable 2m Cable USB Data Sync Charger Durable PVC Long Cable Android Power,Vidvie,79,Not Available
Phones and Tablets,Infinix Smart 10 Dual SIM 4G 64GB/3GB - Sleek Black,Infinix,5180,"Display: 6.67"" IPS LCD with 120Hz refresh rate and 700 nits brightness | Performance: Unisoc T7250 with Android 15 / Go Edition and XOS 15.1 | Memory: 64GB storage & 3GB RAM, expandable via microSD | Camera: 8MP rear & 8MP front cameras with up to 1440p video recording | Connectivity: Dual-band Wi-Fi, Bluetooth, GPS, IR blaster, USB Type-C OTG | Audio: Stereo speakers and 3.5mm headphone jack | Security: Side-mounted fingerprint sensor | Battery: 5000mAh with 15W charging and reverse wired support | Build: Durable design with IP64 dust & splash resistance and 1.5m drop protection"
Phones and Tablets,USB to Micro Pin Charging Cable - Compatible with Nokia Phones by EL-TERND - Black,Nokia,89.88,"Product Specifications | Product Type: USB Charging Cable | Input/Power Source Terminal: Standard USB Type A Male (the rectangular connector, typically connected to a computer, power adapter, or power bank) | Output/Device Terminal: Cylindrical DC Jack (a small cylindrical connector with a pin in the center, used for charging Nokia phones and various electronic devices such as speakers, small appliances, etc.) | Function: This cable is designed to power (charge) devices that use a cylindrical DC jack by drawing power from a standard USB Type A port. | If you're looking for other styles and designs, you can visit our store on Jumia. Simply click on the seller's name (EL-TERND) and you'll find it at the best price."
Phones and Tablets,Headset M28 with Charging Case - Power Black,Headset,148,"Earplug battery capacity: 60 mAh | Charging box battery capacity: 2000mAh | Working hours: 220H | Standby time: 12H | Waterproof rating: IPX7 | BT Version: 5.1 | Package Type: 1 pair of earbuds, 1 charging box, 1 Charging cable, User Manual, 4 Ear Cap"
Phones and Tablets,"Honor X9d Clear Magsafe Anti Fall Shockproof Case Full Protection Cover with Camera Shied, Transparent With Black Frame",Honor,149,"Against unwanted bumps, accidental drops | Anti-Fall Phone Case | Buttons and camera ports remain easily accessible | Transparent, gives your phone premium and fashionable look | Comfortable hand feeling | Lightweight | TPU + PC"
Phones and Tablets,iLOCK Fast Charging Cable Type-C to Type-C 65W – 1 Meter,iLOCK,175,Not Available
Phones and Tablets,Watch GT2 Pro 46mm Silicone Watch Band with Braided Style and Nylon Composite - Blue,Watch,190,Material: Nylon and silicone composite | Closure: Pin-and-tuck | Color: Blue | Size: 22mm | Compatibility: Designed for Huawei Watch GT2 Pro 46mm
Phones and Tablets,"Honor X6c Dual SIM, 256GB, 6GB RAM, 4G LTE - Ocean Cyan",Honor,8339,"Brand: Honor | Capacity: 256GB | RAM Capacity: 6GB | Network Type: 4G LTE | SIM Card: Dual SIM | Display Type: TFT LCD, 120Hz, 1010 nits (peak) | Display Resolution In Pixels: 720x1604 | Display Size: 6.6 Inch | Processor Chipset: Mediatek Helio G81 Ultra (12 nm) | Processor CPU: Octa-core | Operating System Version: Android 15, Magic OS 9 | Battery Capacity: 5300 mAh | Weight: 199 gram | WiFi: Yes | Bluetooth: Yes | Video Recording: 1080p@30fps | Front Camera: 5 MP | Main Camera: 50 MP + QVGA | Number Of Main Camera: Dual Camera | Model Name: X6c"
Phones and Tablets,"Nokia 150 Dual SIM Mobile Phone, 512MB Storage, 4MB RAM, 4G - Black",Nokia,1100,"features: MP3 player, FM radio (works without headphones in some models), games, and Bluetooth. | Design: Durable, made of impact-resistant polycarbonate."
